	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
88	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_6	bacteria_odb10	92.7	91.9	0.8	0	7.3	124	284260	284260	0.00%	47	99.89	0.58	Neural Network (Specific Model)	11	0.895	284260	322.1683412656443	6114469	0.67	5673	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas paraeruginosa	GCF_002601815.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas paraeruginosa	99.98	1							ani_screen	classification based on ANI only	"GCF_023823685.1, s__Pseudomonas_E subflava, 95.0, 81.8, 0.203; GCF_014851905.1, s__Pseudomonas_E sp014851905, 95.0, 80.37, 0.172; GCF_902506505.1, s__Pseudomonas_E sp902506505, 95.0, 81.37, 0.233; GCF_019655855.2, s__Pseudomonas_E paralcaligenes, 95.0, 81.8, 0.175; GCF_018398425.1, s__Pseudomonas_E lalucatii, 95.0, 81.63, 0.226; GCF_900104805.1, s__Pseudomonas_K oryzae, 95.0, 81.29, 0.179; GCF_029871205.1, s__Pseudomonas_F sp029871205, 95.0, 81.76, 0.182; GCF_012971725.1, s__Pseudomonas multiresinivorans, 95.0, 83.04, 0.256; GCF_000412695.1, s__Pseudomonas_F resinovorans_A, 95.0, 81.6, 0.196; GCF_021726475.1, s__Stutzerimonas oligotrophica, 95.0, 80.43, 0.175; GCA_002418465.1, s__Pseudomonas_O sp002418465, 95.0, 81.83, 0.167; GCF_017491605.1, s__Pseudomonas sp017491605, 95.0, 83.8, 0.268; GCF_900115715.1, s__Pseudomonas_K sagittaria, 95.0, 81.77, 0.172; GCF_000949385.2, s__Pseudomonas_F sp000949385, 95.0, 81.19, 0.158; GCF_000689415.1, s__Pseudomonas knackmussii, 95.0, 83.54, 0.268; GCF_900109175.1, s__Pseudomonas_K linyingensis, 95.0, 81.85, 0.164; GCF_029871235.1, s__Pseudomonas_F sp029871235, 95.0, 81.44, 0.177; GCF_003696305.1, s__Pseudomonas_E sp003696305, 95.0, 82.11, 0.209; GCF_900112375.1, s__Pseudomonas citronellolis, 95.0, 84.41, 0.314; GCF_026072635.1, s__Pseudomonas_F solani, 95.0, 81.94, 0.22; GCF_029335315.1, s__Pseudomonas citronellolis_A, 95.0, 84.76, 0.314; GCF_024170165.1, s__Pseudomonas nitroreducens_C, 95.0, 83.43, 0.277; GCF_000349845.1, s__Pseudomonas sp000349845, 95.0, 83.44, 0.286; GCF_002796985.1, s__Pseudomonas sp002796985, 95.0, 82.74, 0.253; GCF_017589465.1, s__Pseudomonas schmalbachii, 95.0, 83.34, 0.272; GCF_900105885.1, s__Pseudomonas_K guangdongensis, 95.0, 80.61, 0.208; GCF_002091755.1, s__Pseudomonas nitroreducens, 95.0, 83.09, 0.261; GCF_001457615.1, s__Pseudomonas aeruginosa, 95.0, 93.9, 0.853; GCF_000955805.1, s__Pseudomonas sp000955805, 95.0, 83.27, 0.269; GCF_016901015.1, s__Pseudomonas_E insulae, 95.0, 81.06, 0.201; GCF_004801855.1, s__Pseudomonas_K sp004801855, 95.0, 82.79, 0.175; GCF_900100495.1, s__Pseudomonas_E benzenivorans, 95.0, 81.56, 0.173; GCF_020831405.1, s__Pseudomonas_K oryzagri, 95.0, 81.43, 0.165; GCF_002091635.1, s__Pseudomonas_M indica, 95.0, 81.22, 0.153; GCF_900106975.1, s__Pseudomonas_O kuykendallii, 95.0, 80.57, 0.168; GCF_016919445.1, s__Pseudomonas sp016919445, 95.0, 82.95, 0.25; GCF_021603645.1, s__Pseudomonas pseudonitroreducens, 95.0, 82.88, 0.257; GCF_900103845.1, s__Pseudomonas jinjuensis, 95.0, 83.99, 0.287; GCF_024127895.1, s__Pseudomonas_E guariconensis_B, 95.0, 80.56, 0.151; GCF_024666525.1, s__Pseudomonas_E sp024666525, 95.0, 80.49, 0.155; GCF_030462585.1, s__Pseudomonas sp030462585, 95.0, 83.45, 0.28; GCF_000802425.1, s__Pseudomonas_H flexibilis, 95.0, 80.42, 0.154; GCF_003205495.1, s__Pseudomonas_E alcaligenes_B, 95.0, 81.79, 0.24; GCF_014700075.1, s__Pseudomonas_F sp014700075, 95.0, 81.31, 0.178; GCF_014204515.1, s__Pseudomonas nitritireducens_A, 95.0, 83.35, 0.282; GCF_008807375.1, s__Pseudomonas_F lalkuanensis, 95.0, 81.37, 0.191; GCF_014852585.1, s__Pseudomonas sp014852585, 95.0, 82.91, 0.247; GCF_004521985.1, s__Pseudomonas_E khazarica, 95.0, 80.9, 0.156; GCA_024451105.1, s__Pseudomonas_K stutzeri_A, 95.0, 82.14, 0.196; GCF_009189165.1, s__Pseudomonas sp009189165, 95.0, 82.93, 0.249; GCF_021495345.1, s__Pseudomonas_E hydrolytica, 95.0, 81.12, 0.167; GCF_009799925.1, s__Pseudomonas_E sp009799925, 95.0, 82.24, 0.237; GCF_000761545.1, s__Pseudomonas_E sp000761545, 95.0, 81.31, 0.182; GCF_028010285.1, s__Pseudomonas_F sp028010285, 95.0, 81.76, 0.186; GCF_000467105.1, s__Pseudomonas_E alcaligenes, 95.0, 81.79, 0.198; GCF_012767755.2, s__Pseudomonas_F tohonis, 95.0, 82.31, 0.225; GCF_025133575.1, s__Pseudomonas nitroreducens_B, 95.0, 83.3, 0.264; GCF_019097855.1, s__Pseudomonas_K aromaticivorans, 95.0, 81.54, 0.152; GCF_005508865.1, s__Pseudomonas_E sp005508865, 95.0, 81.53, 0.205; GCF_001592875.1, s__Pseudomonas_E sp001592875, 95.0, 80.77, 0.165; GCF_007109405.1, s__Pseudomonas_T mangiferae, 95.0, 81.46, 0.181; GCF_028649395.1, s__Pseudomonas_E sp028649395, 95.0, 81.17, 0.2; GCF_029839275.1, s__Pseudomonas_E sp029839275, 95.0, 80.55, 0.164; GCF_003595175.1, s__Pseudomonas_E cavernae, 95.0, 81.01, 0.186; GCF_000313755.1, s__Pseudomonas nitroreducens_A, 95.0, 83.06, 0.248; GCF_002355475.1, s__Pseudomonas_F furukawaii, 95.0, 81.23, 0.169; GCF_900099785.1, s__Pseudomonas panipatensis, 95.0, 83.18, 0.278; GCF_029203285.1, s__Pseudomonas sp029203285, 95.0, 83.25, 0.274; GCF_900111835.1, s__Pseudomonas_F otitidis, 95.0, 82.08, 0.212; GCF_024397895.1, s__Pseudomonas_E benzenivorans_A, 95.0, 80.78, 0.177; GCF_904061905.1, s__Pseudomonas_E carbonaria, 95.0, 82.57, 0.209; GCF_000364625.1, s__Pseudomonas_E thermotolerans, 95.0, 82.29, 0.254; GCF_005877905.1, s__Pseudomonas nicosulfuronedens, 95.0, 82.86, 0.249; GCF_029837695.1, s__Pseudomonas_E sp029837695, 95.0, 81.68, 0.181; GCF_026686735.1, s__Pseudomonas sp024259745, 95.0, 82.11, 0.234; GCF_008807415.1, s__Pseudomonas sp002079985, 95.0, 83.13, 0.273; GCF_900187975.1, s__Pseudomonas delhiensis, 95.0, 84.56, 0.321; GCF_014851565.1, s__Pseudomonas_E sp014851565, 95.0, 81.29, 0.189; GCA_000263395.1, s__Stutzerimonas stutzeri_C, 95.0, 80.97, 0.155; GCF_025642785.1, s__Pseudomonas_T sp025642785, 95.0, 81.28, 0.174; GCF_014490745.1, s__Pseudomonas_E alcaligenes_C, 95.0, 81.45, 0.197; GCF_900104265.1, s__Pseudomonas_E guguanensis, 95.0, 80.85, 0.16; GCF_029871245.1, s__Pseudomonas_F sp029871245, 95.0, 81.64, 0.187"					5691	5606	47	class	0.99	0.98	0.27	0.02	0.04	0.92	0.9	TRUE	47	47	45	42	39	32	6114469	6114469	6107169	6085770	6028435	5743303	47	595073	6114469	66.89	284260	57123	289947.7	8	28	1.64
89	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_8	bacteria_odb10	98.4	96.8	1.6	0.8	0.8	124	837505	332454	0.00%	13	75.13	0	Neural Network (Specific Model)	11	0.854	837505	283.5333519397153	3563423	0.36	3583	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	GCA_016925055.1	95.15	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	98.2	0.628							ani_screen	classification based on ANI only	"GCF_002975175.1, s__Bacillus_A sp002975175, 95.0, 90.1, 0.68; GCF_002561295.1, s__Bacillus_A cereus_S, 95.0, 84.25, 0.335; GCF_014932895.1, s__Bacillus_A thuringiensis_AA, 95.0, 91.6, 0.687; GCF_002567495.1, s__Bacillus_A cereus_AQ, 95.0, 91.8, 0.745; GCF_001583695.1, s__Bacillus_A wiedmannii, 95.0, 93.99, 0.762; GCF_000496285.1, s__Bacillus_A toyonensis, 95.0, 91.63, 0.73; GCF_015071065.1, s__Bacillus_A cereus_BA, 95.0, 90.33, 0.664; GCF_001595725.1, s__Bacillus_A thuringiensis_K, 95.84, 92.21, 0.768; GCF_007678085.1, s__Bacillus_A cereus_BE, 95.0, 93.98, 0.768; GCF_001884035.1, s__Bacillus_A tropicus, 95.0, 95.6, 0.785; GCF_001884185.1, s__Bacillus_A albus, 95.0, 93.93, 0.765; GCF_900094905.1, s__Bacillus_A cereus_AG, 95.0, 93.99, 0.787; GCF_000021305.1, s__Bacillus_A thuringiensis_S, 95.0, 91.98, 0.744; GCA_027694045.1, s__Bacillus_A sp027694045, 95.0, 91.26, 0.673; GCF_006494425.1, s__Bacillus_A sp006494425, 95.0, 94.37, 0.781; GCF_022663335.1, s__Bacillus_A cereus_BC, 95.0, 94.41, 0.765; GCF_000742895.1, s__Bacillus_A anthracis, 95.0, 94.53, 0.797; GCF_002584985.1, s__Bacillus_A sp002584985, 95.0, 91.65, 0.675; GCF_000746925.1, s__Bacillus_A clarus, 95.0, 87.55, 0.535; GCF_000832605.1, s__Bacillus_A mycoides, 95.0, 90.77, 0.707; GCF_002746455.1, s__Bacillus_A fungorum, 95.0, 94.06, 0.762; GCF_003400245.1, s__Bacillus_A sp003400245, 95.0, 93.32, 0.777; GCF_018742245.1, s__Bacillus_A cereus_U, 95.0, 90.52, 0.687; GCF_025917685.1, s__Bacillus_A cereus_AT, 95.17, 91.18, 0.724; GCF_018332475.1, s__Bacillus_A sanguinis, 95.0, 94.04, 0.797; GCF_002559825.1, s__Bacillus_A thuringiensis, 96.56, 91.87, 0.757; GCF_001884135.1, s__Bacillus_A nitratireducens, 95.0, 91.3, 0.72; GCF_001757995.1, s__Bacillus_A mycoides_B, 95.0, 90.33, 0.684; GCF_018332515.1, s__Bacillus_A hominis, 95.0, 90.76, 0.693; GCF_002577405.1, s__Bacillus_A cereus_AU, 95.0, 91.6, 0.674; GCF_001884105.1, s__Bacillus_A luti, 95.0, 92.02, 0.717; GCA_002578045.1, s__Bacillus_A cereus_AK, 95.0, 90.78, 0.572; GCF_002551815.1, s__Bacillus_A sp002551815, 95.0, 85.02, 0.34; GCF_001455345.1, s__Bacillus_A thuringiensis_N, 95.0, 94.51, 0.783; GCF_002564555.1, s__Bacillus_A cereus_K, 95.0, 91.43, 0.667; GCF_001182785.1, s__Bacillus_A thuringiensis_AB, 96.35, 92.05, 0.753; GCF_000007825.1, s__Bacillus_A cereus, 96.65, 92.37, 0.752; GCF_001884045.1, s__Bacillus_A mobilis, 95.0, 94.08, 0.822; GCF_001884065.1, s__Bacillus_A proteolyticus, 95.0, 91.03, 0.714; GCF_008923725.1, s__Bacillus_A sp008923725, 95.0, 93.73, 0.756; GCF_002571225.1, s__Bacillus_A sp002571225, 95.0, 94.46, 0.792; GCF_018966865.1, s__Bacillus_A sp018966865, 95.0, 90.59, 0.717; GCF_001883995.1, s__Bacillus_A paranthracis, 95.15, 96.67, 0.79; GCF_002912215.1, s__Bacillus_A bombysepticus, 96.51, 91.8, 0.757; GCF_001884235.1, s__Bacillus_A paramycoides, 95.0, 90.52, 0.66; GCF_007673305.1, s__Bacillus_A mycoides_C, 95.0, 90.5, 0.695"					3586	3447	13	kingdom	1	0.96	0	0	0	0.92	0.88	TRUE	13	13	13	13	11	10	3563423	3563423	3563423	3563423	3530785	3500367	13	974625	3563423	35.94	837505	183819	607881.8	2	7	4.49
90	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_9	bacteria_odb10	81.4	80.6	0.8	2.4	16.2	124	116643	83228	0.33%	24	79.15	0.1	Neural Network (Specific Model)	11	0.863	116643	345.23830409356725	1640220	0.49	1368	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	99.98	0.999							ani_screen	classification based on ANI only	"GCF_000378065.1, s__Porphyromonas gulae, 95.0, 90.7, 0.785"					1335	1287	24	family	0.98	0.95	0.02	0.02	0.05	0.97	0.92	TRUE	24	24	24	23	18	10	1640220	1640220	1640220	1632729	1556811	1285614	24	345462	1640220	48.67	116643	32288	144992.7	5	16	333.98
91	nf_core_mag_short	MEGAHIT-MetaBAT2-SRR8359173_10	bacteria_odb10	8.9	8.9	0	1.6	89.5	124	329627	329627	0.00%	2	22.45	0.01	Neural Network (Specific Model)	11	0.894	329627	320.45990566037733	455203	0.36	424	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	GCF_006739205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	99.08	0.937							ani_screen	classification based on ANI only	"GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 94.4, 0.818"					427	421	2	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	2	2	2	2	2	2	455203	455203	455203	455203	455203	455203	2	329627	455203	36.03	329627	125576	273335.8	1	2	0
92	nf_core_mag_short	MEGAHIT-MetaBAT2-SRR8359173_11	bacteria_odb10	100	100	0	0	0	124	105788	105788	0.00%	35	99.98	0.03	Neural Network (Specific Model)	11	0.839	105788	304.4443447037702	2420639	0.32	2228	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.64	0.969							ani_screen	classification based on ANI only						2262	2212	35	kingdom	1	0.98	0	0	0	0.97	0.95	TRUE	35	35	34	33	23	16	2420639	2420639	2417066	2408314	2250150	1991019	35	300990	2420639	31.9	105788	34310	129488.4	8	21	0
93	nf_core_mag_short	MEGAHIT-MetaBAT2-SRR8359173_3	bacteria_odb10	48.4	48.4	0	12.1	39.5	124	6055	6055	0.00%	435	74.41	1.93	Neural Network (Specific Model)	11	0.846	6055	266.54330357142857	2113802	0.33	2240	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	99.92	0.972							ani_screen	classification based on ANI only	"GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.31, 0.68; GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.47, 0.727; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.83, 0.677"					2267	2234	435	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	435	435	146	34	1	0	2113802	2113802	1266935	489524	34622	0	435	34622	2113802	32.82	6055	2432	7674.3	108	327	0
94	nf_core_mag_short	MEGAHIT-MetaBAT2-SRR8359173_6	bacteria_odb10	96.7	92.7	4	3.2	0.1	124	53649	53649	0.00%	188	100	0.08	Neural Network (Specific Model)	11	0.854	53649	273.3759739083167	5291006	0.35	5519	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	GCA_016925055.1	95.15	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	97.78	0.788							ani_screen	classification based on ANI only	"GCF_015071065.1, s__Bacillus_A cereus_BA, 95.0, 89.24, 0.605; GCF_001884235.1, s__Bacillus_A paramycoides, 95.0, 88.92, 0.596; GCF_001757995.1, s__Bacillus_A mycoides_B, 95.0, 89.31, 0.614; GCF_001884135.1, s__Bacillus_A nitratireducens, 95.0, 90.39, 0.674; GCF_008923725.1, s__Bacillus_A sp008923725, 95.0, 93.11, 0.737; GCF_001884045.1, s__Bacillus_A mobilis, 95.0, 93.33, 0.788; GCF_900094905.1, s__Bacillus_A cereus_AG, 95.0, 93.24, 0.754; GCF_002559825.1, s__Bacillus_A thuringiensis, 96.56, 91.51, 0.738; GCF_002912215.1, s__Bacillus_A bombysepticus, 96.51, 91.37, 0.723; GCF_000742895.1, s__Bacillus_A anthracis, 95.0, 94.02, 0.775; GCF_001583695.1, s__Bacillus_A wiedmannii, 95.0, 93.24, 0.757; GCF_002975175.1, s__Bacillus_A sp002975175, 95.0, 89.04, 0.594; GCF_001455345.1, s__Bacillus_A thuringiensis_N, 95.0, 93.88, 0.778; GCF_000007825.1, s__Bacillus_A cereus, 96.65, 91.57, 0.724; GCF_018742245.1, s__Bacillus_A cereus_U, 95.0, 89.31, 0.612; GCF_001884035.1, s__Bacillus_A tropicus, 95.0, 94.85, 0.801; GCF_000496285.1, s__Bacillus_A toyonensis, 95.0, 90.85, 0.703; GCF_002564555.1, s__Bacillus_A cereus_K, 95.0, 89.99, 0.659; GCF_001884065.1, s__Bacillus_A proteolyticus, 95.0, 90.12, 0.664; GCA_027694045.1, s__Bacillus_A sp027694045, 95.0, 89.93, 0.714; GCF_002746455.1, s__Bacillus_A fungorum, 95.0, 93.26, 0.732; GCF_007673305.1, s__Bacillus_A mycoides_C, 95.0, 89.71, 0.626; GCF_000746925.1, s__Bacillus_A clarus, 95.0, 86.37, 0.444; GCF_014932895.1, s__Bacillus_A thuringiensis_AA, 95.0, 90.26, 0.648; GCF_001883995.1, s__Bacillus_A paranthracis, 95.15, 95.72, 0.798; GCF_001182785.1, s__Bacillus_A thuringiensis_AB, 96.35, 91.45, 0.733; GCF_002577405.1, s__Bacillus_A cereus_AU, 95.0, 89.93, 0.647; GCF_025917685.1, s__Bacillus_A cereus_AT, 95.17, 90.34, 0.675; GCF_007678085.1, s__Bacillus_A cereus_BE, 95.0, 93.16, 0.76; GCF_001595725.1, s__Bacillus_A thuringiensis_K, 95.84, 91.5, 0.73; GCF_000832605.1, s__Bacillus_A mycoides, 95.0, 89.84, 0.639; GCF_002571225.1, s__Bacillus_A sp002571225, 95.0, 93.88, 0.778; GCF_002567495.1, s__Bacillus_A cereus_AQ, 95.0, 91.16, 0.72; GCF_000021305.1, s__Bacillus_A thuringiensis_S, 95.0, 91.45, 0.714; GCA_002578045.1, s__Bacillus_A cereus_AK, 95.0, 90.08, 0.587; GCF_001884105.1, s__Bacillus_A luti, 95.0, 91.24, 0.716; GCF_006494425.1, s__Bacillus_A sp006494425, 95.0, 93.95, 0.78; GCF_003400245.1, s__Bacillus_A sp003400245, 95.0, 93.14, 0.762; GCF_018966865.1, s__Bacillus_A sp018966865, 95.0, 89.89, 0.655; GCF_018332475.1, s__Bacillus_A sanguinis, 95.0, 93.37, 0.76; GCF_018332515.1, s__Bacillus_A hominis, 95.0, 89.96, 0.614; GCF_002584985.1, s__Bacillus_A sp002584985, 95.0, 90.45, 0.657; GCF_001884185.1, s__Bacillus_A albus, 95.0, 93.22, 0.75; GCF_022663335.1, s__Bacillus_A cereus_BC, 95.0, 93.51, 0.756"					5542	5366	188	kingdom	1	0.97	0	0	0	0.92	0.89	TRUE	188	188	162	130	67	32	5291006	5291006	5194396	4958024	3943651	2659843	188	201556	5291006	35.29	53649	12767	61390.4	32	113	0
95	nf_core_mag_short	MEGAHIT-MetaBAT2-SRR8359173_7	bacteria_odb10	87.1	86.3	0.8	1.6	11.3	124	42017	42017	0.00%	69	93.53	0.04	Neural Network (Specific Model)	11	0.866	42017	344.6198044	1950193	0.49	1636	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	99.99	0.999							ani_screen	classification based on ANI only	"GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.75, 0.81"					1584	1532	69	kingdom	1	0.97	0	0	0	0.97	0.94	TRUE	69	69	62	50	29	12	1950193	1950193	1918386	1829115	1484322	927451	69	108858	1950193	48.92	42017	13429	52129.8	14	44	0
96	nf_core_mag_short	MEGAHIT-MetaBAT2-SRR8359173_8	bacteria_odb10	90.3	89.5	0.8	0	9.7	124	105835	105835	0.00%	20	81.88	0.04	Neural Network (Specific Model)	11	0.858	105835	297.2774762550882	1528772	0.37	1474	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	GCF_006739205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	99.23	0.953							ani_screen	classification based on ANI only	"GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 94.83, 0.848"					1515	1493	20	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	20	20	18	16	14	11	1528772	1528772	1522422	1511035	1464668	1343390	20	317046	1528772	36.8	105835	48043	143235.5	5	12	0
97	nf_core_mag_short	MEGAHIT-MetaBAT2-SRR8359173_9	bacteria_odb10	99.2	99.2	0	0	0.8	124	133182	133182	0.00%	50	100	0.1	Neural Network (Specific Model)	11	0.885	133182	317.55088932806325	4349532	0.51	4048	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.91	0.878							ani_screen	classification based on ANI only	"GCA_019415335.1, s__Citrobacter_A sp019415335, 95.0, 84.06, 0.279; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.99, 0.761; GCF_011881725.1, s__Escherichia coli_E, 95.0, 92.47, 0.785; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.54, 0.589; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.85, 0.796; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 92.88, 0.79; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.1, 0.808; GCF_000194175.1, s__Escherichia coli_F, 95.0, 95.96, 0.914; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 93.06, 0.805; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.53, 0.719; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.33, 0.671"					4050	4045	50	genus	0.97	0.97	0.01	0.19	0.44	1	0.96	TRUE	50	50	48	46	44	29	4349532	4349532	4341792	4326486	4294754	3765822	50	268335	4349532	50.87	133182	40811	142904.1	11	33	0
